base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	ce_loss_factor_incft	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	inc_ft_lr_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
97.53	94.8	95.07	0.36	[99.5, 98.53, 98.37, 98.07, 97.93, 97.87, 97.87, 97.57, 97.53, 97.53]	[nan, 97.23, 96.48, 96.7, 96.41, 96.45, 95.81, 95.84, 94.87, 94.8]	[99.5, 97.88, 97.11, 97.04, 96.71, 96.68, 96.1, 96.05, 95.17, 95.07]	[0.08, 0.62, 0.48, 0.42, 0.48, 0.5, 0.45, 0.38, 0.42, 0.36]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	1.0	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
97.6	61.43	65.04	18.4	[99.53, 97.6, 97.57, 97.67, 97.33, 97.6, 97.73, 97.4, 97.6, 97.6]	[nan, 96.93, 96.07, 95.97, 91.25, 85.08, 77.85, 72.24, 66.81, 61.43]	[99.53, 97.27, 96.56, 96.39, 92.47, 87.17, 80.69, 75.39, 70.23, 65.04]	[0.05, 1.46, 1.16, 1.25, 5.52, 11.63, 17.3, 21.01, 19.09, 18.4]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
99.47	9.21	18.23	0.52	[99.57, 99.53, 99.53, 99.5, 99.5, 99.47, 99.47, 99.43, 99.53, 99.47]	[nan, 89.03, 51.77, 28.27, 21.05, 15.81, 13.92, 12.22, 9.0, 9.21]	[99.57, 94.28, 67.69, 46.07, 36.74, 29.75, 26.14, 23.12, 19.06, 18.23]	[0.09, 1.61, 5.35, 2.69, 2.8, 1.14, 1.23, 0.5, 1.03, 0.52]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
98.97	81.34	83.11	6.98	[99.47, 99.1, 99.1, 99.13, 99.17, 99.1, 99.07, 98.8, 98.93, 98.97]	[nan, 97.17, 96.42, 96.58, 95.58, 94.43, 91.9, 89.33, 84.9, 81.34]	[99.47, 98.13, 97.31, 97.21, 96.3, 95.21, 92.92, 90.51, 86.46, 83.11]	[0.05, 0.31, 0.1, 0.03, 0.14, 0.84, 1.66, 3.86, 4.56, 6.98]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
99.33	0.25	10.16	0.15	[99.5, 99.47, 99.47, 99.47, 99.43, 99.43, 99.43, 99.33, 99.37, 99.33]	[nan, 14.83, 2.28, 3.62, 0.37, 0.87, 0.07, 0.54, 0.03, 0.25]	[99.5, 57.15, 34.68, 27.58, 20.18, 17.3, 14.26, 12.89, 11.07, 10.16]	[0.08, 5.21, 1.05, 1.9, 0.2, 0.51, 0.04, 0.34, 0.0, 0.15]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
98.9	39.66	45.59	16.12	[99.6, 99.07, 98.93, 99.07, 99.2, 99.07, 99.2, 98.77, 98.97, 98.9]	[nan, 96.8, 92.23, 90.85, 79.99, 67.97, 55.82, 49.75, 45.24, 39.66]	[99.6, 97.93, 94.47, 92.9, 83.83, 73.15, 62.01, 55.88, 51.2, 45.59]	[0.08, 0.29, 1.78, 2.94, 7.8, 12.83, 16.34, 17.12, 16.13, 16.12]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
98.97	94.65	95.08	0.02	[99.5, 99.37, 99.33, 99.2, 99.27, 99.17, 99.17, 98.83, 98.87, 98.97]	[nan, 97.27, 96.58, 96.86, 96.66, 96.65, 95.92, 95.87, 94.86, 94.65]	[99.5, 98.32, 97.5, 97.44, 97.18, 97.07, 96.39, 96.24, 95.3, 95.08]	[0.0, 0.06, 0.06, 0.01, 0.02, 0.01, 0.02, 0.02, 0.02, 0.02]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
98.93	94.63	95.06	0.01	[99.5, 99.43, 99.4, 99.23, 99.23, 99.2, 99.27, 98.9, 98.93, 98.93]	[nan, 97.27, 96.58, 96.88, 96.65, 96.66, 95.91, 95.89, 94.85, 94.63]	[99.5, 98.35, 97.52, 97.47, 97.17, 97.08, 96.39, 96.26, 95.3, 95.06]	[0.08, 0.04, 0.01, 0.02, 0.02, 0.01, 0.02, 0.01, 0.0, 0.01]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
0.0	2.17	1.95	0.55	[99.47, 99.47, 99.43, 99.47, 99.47, 99.33, 54.87, 3.33, 0.0, 0.0]	[nan, 97.23, 96.63, 96.58, 95.6, 93.51, 13.66, 8.26, 4.44, 2.17]	[99.47, 98.35, 97.57, 97.3, 96.37, 94.48, 19.55, 7.64, 3.95, 1.95]	[0.09, 0.04, 0.03, 0.02, 0.06, 0.14, 2.87, 4.55, 2.64, 0.55]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
94.93	93.93	94.03	0.96	[99.6, 96.43, 96.03, 95.63, 95.47, 95.43, 95.33, 94.97, 94.97, 94.93]	[nan, 96.87, 96.35, 96.54, 95.78, 95.77, 95.14, 95.18, 93.98, 93.93]	[99.6, 96.65, 96.25, 96.31, 95.71, 95.72, 95.17, 95.15, 94.09, 94.03]	[0.08, 1.63, 1.05, 0.88, 1.1, 1.06, 0.97, 0.89, 1.03, 0.96]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
8.9	0.42	1.27	0.4	[99.57, 81.77, 25.97, 17.0, 19.13, 24.7, 8.27, 9.1, 8.77, 8.9]	[nan, 19.47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48, 0.42]	[99.57, 50.62, 8.66, 4.25, 3.83, 4.12, 1.18, 1.14, 1.4, 1.27]	[0.05, 19.96, 8.23, 1.32, 2.6, 3.55, 0.36, 0.11, 0.49, 0.4]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
98.23	72.96	75.49	17.95	[99.5, 98.3, 98.3, 98.1, 98.23, 98.17, 98.27, 98.07, 98.17, 98.23]	[nan, 97.17, 96.2, 96.29, 94.59, 90.91, 85.34, 81.02, 75.87, 72.96]	[99.5, 97.73, 96.9, 96.74, 95.32, 92.12, 87.19, 83.15, 78.34, 75.49]	[0.08, 0.84, 0.73, 0.72, 1.58, 5.27, 9.85, 14.32, 16.15, 17.95]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
94.83	94.57	94.59	1.06	[99.5, 96.03, 95.83, 95.5, 95.4, 95.3, 95.3, 94.97, 94.97, 94.83]	[nan, 97.1, 96.45, 96.66, 96.13, 96.24, 95.68, 95.68, 94.65, 94.57]	[99.5, 96.57, 96.25, 96.36, 95.99, 96.09, 95.62, 95.59, 94.69, 94.59]	[0.0, 2.56, 1.75, 1.39, 1.49, 1.36, 1.14, 1.04, 1.13, 1.06]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
90.37	93.79	93.45	0.97	[99.6, 92.43, 92.17, 91.83, 91.03, 90.97, 90.93, 90.6, 90.53, 90.37]	[nan, 96.73, 96.28, 96.42, 95.62, 95.59, 94.93, 95.04, 93.87, 93.79]	[99.6, 94.58, 94.91, 95.27, 94.7, 94.82, 94.36, 94.48, 93.5, 93.45]	[0.08, 3.42, 2.25, 1.77, 1.92, 1.63, 1.35, 1.2, 1.07, 0.97]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
98.53	94.34	94.76	0.75	[99.5, 99.33, 99.27, 99.0, 99.0, 98.87, 98.87, 98.6, 98.57, 98.53]	[nan, 97.0, 96.3, 96.43, 96.13, 96.25, 95.59, 95.58, 94.47, 94.34]	[99.5, 98.17, 97.29, 97.07, 96.7, 96.69, 96.06, 95.96, 94.92, 94.76]	[0.08, 0.19, 0.16, 0.32, 0.47, 0.47, 0.49, 0.47, 0.72, 0.75]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
98.9	94.64	95.07	0.01	[99.4, 99.37, 99.37, 99.2, 99.27, 99.23, 99.27, 98.97, 98.87, 98.9]	[nan, 97.3, 96.57, 96.88, 96.65, 96.65, 95.9, 95.89, 94.86, 94.64]	[99.4, 98.33, 97.5, 97.46, 97.17, 97.08, 96.38, 96.27, 95.3, 95.07]	[0.0, 0.02, 0.02, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.01]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
98.5	94.39	94.8	0.74	[99.5, 99.33, 99.27, 99.03, 99.03, 98.9, 98.9, 98.5, 98.5, 98.5]	[nan, 96.9, 96.18, 96.39, 96.19, 96.23, 95.57, 95.58, 94.48, 94.39]	[99.5, 98.12, 97.21, 97.05, 96.76, 96.68, 96.04, 95.94, 94.93, 94.8]	[0.08, 0.26, 0.29, 0.37, 0.38, 0.45, 0.5, 0.51, 0.76, 0.74]	mini_imagenet_cap_incft	mini_imagenet	data/miniimagenet	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	10	10	100	10	checkpoint/mini_imagenet_cap_incft	[224, 224]
