base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	ce_loss_factor_incft	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	inc_ft_lr_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
12.49	25.05	23.67	0.39	[60.85, 38.33, 31.0, 28.87, 26.78, 21.83, 14.91, 13.19, 12.49]	[nan, 35.86, 36.08, 32.35, 30.88, 27.84, 26.09, 26.71, 25.05]	[62.02, 37.62, 34.6, 31.53, 30.14, 26.84, 24.51, 24.99, 23.67]	[0.65, 1.99, 1.71, 1.27, 0.88, 0.78, 0.55, 0.49, 0.39]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
10.16	26.1	24.35	0.15	[60.81, 35.1, 28.63, 25.47, 23.22, 18.8, 12.49, 11.02, 10.16]	[nan, 38.38, 38.51, 34.32, 32.5, 29.07, 27.15, 27.61, 26.1]	[61.9, 36.96, 35.51, 32.16, 30.72, 27.34, 25.05, 25.5, 24.35]	[0.69, 0.69, 0.73, 0.8, 0.56, 0.63, 0.28, 0.2, 0.15]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	3	1.0	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
8.43	25.67	23.78	0.49	[60.65, 34.2, 26.37, 23.83, 21.46, 16.83, 10.77, 9.17, 8.43]	[nan, 40.45, 39.21, 34.78, 32.55, 29.31, 26.98, 27.32, 25.67]	[61.34, 37.67, 35.15, 32.1, 30.43, 27.29, 24.73, 25.06, 23.78]	[0.89, 0.48, 1.0, 0.85, 0.68, 0.54, 0.26, 0.37, 0.49]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
8.27	25.84	23.91	0.5	[60.44, 32.15, 25.06, 22.19, 20.23, 16.09, 10.61, 8.89, 8.27]	[nan, 40.69, 39.38, 35.0, 32.91, 28.99, 27.07, 27.49, 25.84]	[61.27, 36.96, 34.83, 31.9, 30.48, 26.94, 24.78, 25.15, 23.91]	[0.96, 1.74, 1.3, 0.78, 0.23, 0.29, 0.37, 0.57, 0.5]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
5.08	0.0	0.56	0.02	[59.71, 17.2, 14.13, 2.83, 5.36, 5.41, 5.24, 4.83, 5.08]	[nan, 0.04, 0.0, 2.17, 0.0, 0.0, 0.0, 0.0, 0.0]	[60.6, 8.96, 4.85, 2.36, 1.07, 0.89, 0.73, 0.6, 0.56]	[1.17, 0.12, 2.53, 1.15, 0.06, 0.1, 0.04, 0.01, 0.02]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
0.0	0.96	0.86	0.11	[60.24, 39.48, 22.03, 4.55, 0.21, 0.08, 0.0, 2.21, 0.0]	[nan, 36.77, 27.0, 7.38, 6.4, 4.27, 3.24, 1.13, 0.96]	[61.16, 38.69, 25.49, 6.76, 5.15, 3.53, 2.77, 1.26, 0.86]	[0.33, 1.9, 4.81, 1.55, 0.95, 1.69, 0.61, 0.31, 0.11]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
5.16	0.0	0.57	0.01	[60.77, 6.39, 5.53, 5.03, 5.08, 5.16, 4.79, 5.12, 5.16]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[61.45, 3.14, 1.8, 1.27, 1.01, 0.84, 0.67, 0.63, 0.57]	[0.93, 0.49, 0.06, 0.02, 0.03, 0.02, 0.1, 0.01, 0.01]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
6.18	0.0	0.68	0.19	[61.34, 14.54, 12.2, 8.8, 5.73, 2.99, 7.37, 8.35, 6.18]	[nan, 0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0]	[62.53, 7.82, 4.18, 2.28, 1.17, 0.81, 1.03, 1.04, 0.68]	[0.77, 1.23, 0.92, 1.38, 0.35, 0.06, 0.37, 0.32, 0.19]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
5.37	0.0	0.59	0.03	[59.71, 13.06, 11.79, 1.8, 6.67, 5.36, 5.16, 5.45, 5.37]	[nan, 0.0, 0.0, 1.08, 0.0, 0.0, 0.0, 0.0, 0.0]	[61.36, 6.96, 4.01, 1.29, 1.34, 0.87, 0.73, 0.67, 0.59]	[0.1, 0.64, 1.2, 0.03, 0.29, 0.03, 0.06, 0.04, 0.03]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
28.3	20.5	21.37	0.83	[61.18, 37.18, 33.87, 35.95, 37.47, 33.5, 25.06, 26.62, 28.3]	[nan, 39.29, 37.31, 32.32, 28.54, 24.66, 21.06, 21.35, 20.5]	[61.93, 38.71, 36.49, 33.31, 30.4, 26.1, 21.71, 21.99, 21.37]	[0.51, 1.29, 1.07, 0.9, 0.53, 0.93, 0.86, 0.68, 0.83]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
7.21	0.0	0.79	0.25	[60.48, 15.11, 14.37, 5.98, 12.16, 6.47, 12.73, 5.32, 7.21]	[nan, 0.0, 0.0, 0.8, 0.1, 0.0, 0.0, 0.0, 0.0]	[60.85, 7.86, 4.93, 2.11, 2.54, 1.07, 1.8, 0.67, 0.79]	[0.61, 0.74, 0.33, 0.17, 1.36, 0.15, 1.41, 0.18, 0.25]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
12.77	25.49	24.1	0.19	[60.4, 33.91, 28.87, 26.17, 24.2, 20.03, 15.07, 13.47, 12.77]	[nan, 38.34, 38.16, 33.87, 32.11, 28.74, 26.86, 27.21, 25.49]	[61.12, 36.37, 35.28, 32.01, 30.62, 27.3, 25.24, 25.51, 24.1]	[1.15, 1.06, 0.46, 0.39, 0.56, 0.81, 0.33, 0.28, 0.19]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
8.56	25.32	23.49	0.39	[60.36, 31.61, 24.98, 22.52, 20.23, 16.87, 11.1, 9.21, 8.56]	[nan, 38.63, 38.1, 33.86, 31.49, 28.06, 26.43, 27.06, 25.32]	[61.12, 35.57, 34.06, 31.17, 29.34, 26.25, 24.28, 24.81, 23.49]	[2.25, 0.27, 0.42, 0.06, 0.28, 0.58, 0.32, 0.21, 0.39]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
14.25	24.97	23.8	0.34	[60.28, 38.49, 32.68, 30.38, 27.76, 22.89, 16.34, 14.99, 14.25]	[nan, 36.48, 36.98, 33.3, 31.5, 28.33, 26.53, 26.6, 24.97]	[61.35, 37.92, 35.72, 32.71, 30.86, 27.43, 25.1, 25.15, 23.8]	[1.89, 0.58, 0.5, 0.3, 0.52, 0.25, 0.23, 0.39, 0.34]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
9.99	25.6	23.89	0.14	[60.52, 35.22, 28.83, 25.39, 23.43, 18.88, 12.69, 10.61, 9.99]	[nan, 38.88, 37.93, 33.88, 31.94, 28.45, 26.7, 27.22, 25.6]	[61.76, 37.41, 35.08, 31.86, 30.32, 26.92, 24.77, 25.17, 23.89]	[1.23, 0.89, 0.64, 0.36, 0.5, 0.27, 0.04, 0.11, 0.14]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
59.13	8.29	13.9	1.38	[61.02, 55.86, 58.03, 59.42, 56.63, 55.61, 54.26, 57.0, 59.13]	[nan, 20.64, 16.85, 12.87, 12.23, 12.52, 9.65, 10.1, 8.29]	[61.26, 38.8, 30.76, 24.78, 21.16, 19.67, 16.02, 15.95, 13.9]	[1.5, 2.05, 1.93, 1.25, 0.81, 0.43, 0.62, 0.88, 1.38]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
8.85	25.78	23.91	0.19	[60.93, 32.56, 25.18, 22.44, 20.31, 17.4, 10.69, 9.46, 8.85]	[nan, 39.58, 38.78, 34.49, 32.17, 29.1, 26.88, 27.39, 25.78]	[62.39, 36.31, 34.56, 31.57, 29.91, 27.17, 24.59, 25.11, 23.91]	[1.47, 1.12, 1.04, 1.14, 0.8, 0.37, 0.33, 0.33, 0.19]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
13.72	25.35	24.09	0.76	[60.69, 40.58, 35.95, 32.76, 29.93, 24.24, 15.97, 14.41, 13.72]	[nan, 37.14, 36.83, 33.17, 31.16, 27.69, 26.43, 27.0, 25.35]	[61.79, 39.08, 36.61, 33.2, 31.03, 27.12, 24.97, 25.43, 24.09]	[1.22, 0.42, 1.02, 1.18, 1.06, 0.78, 0.78, 0.84, 0.76]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
56.88	0.0	6.28	0.15	[60.03, 57.99, 56.64, 57.82, 57.49, 56.76, 55.81, 56.14, 56.88]	[nan, 0.0, 0.0, 0.0, 0.33, 0.0, 0.02, 0.02, 0.0]	[60.29, 29.33, 19.16, 14.61, 11.82, 9.32, 7.96, 7.02, 6.28]	[0.34, 0.29, 0.23, 0.25, 0.29, 0.02, 0.03, 0.08, 0.15]	stanford_cars_cap_incft	stanford_cars	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.01	-1	1.0	False	False	True	False	20	20	196	9	checkpoint/stanford_cars_cap_incft	[224, 224]
