base_last	incremental_last	all_last	base	incremental	all	exp_name	dataset	dataroot	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	pre_trained_url	encoder	num_mlp	shot	way	session	base_class	incft	test_batch_size	eval_freq	num_workers	seed	num_seeds	gpu	distributed	distributed_launcher	distributed_backend	pet_cls	rank	pet_tuning_start_epoch	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	num_classes	sessions	save_path	size_crops	pet_kwargs
77.0	68.86	69.67	[94.1, 91.2, 85.4, 83.3, 81.4, 80.1, 79.6, 78.4, 77.4, 77.0]	[nan, 82.9, 79.25, 78.23, 75.28, 73.2, 72.1, 70.2, 70.29, 68.86]	[94.1, 87.05, 81.3, 79.5, 76.5, 74.35, 73.17, 71.22, 71.08, 69.67]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	5	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Adapter	3	0	9	[]	1	0.5	-1	1.0	False	True	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
0.0	70.32	63.29	[0.83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 91.9, 84.58, 81.59, 77.96, 75.46, 74.23, 72.04, 72.01, 70.32]	[0.83, 45.95, 56.39, 61.19, 62.37, 62.88, 63.63, 63.04, 64.01, 63.29]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	5	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Adapter	3	0	6	[]	1	0.5	-1	1.0	False	False	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
77.0	68.86	69.67	[94.2, 91.2, 85.4, 83.3, 81.4, 80.1, 79.6, 78.4, 77.4, 77.0]	[nan, 82.9, 79.25, 78.23, 75.28, 73.2, 72.1, 70.2, 70.29, 68.86]	[94.2, 87.05, 81.3, 79.5, 76.5, 74.35, 73.17, 71.22, 71.08, 69.67]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	LoRA	1	0	12	[]	5	1.0	-1	1.0	False	True	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
67.8	75.52	74.75	[96.07, 88.3, 79.67, 78.03, 73.0, 72.07, 71.13, 70.13, 69.57, 67.8]	[nan, 90.33, 86.15, 83.71, 80.6, 78.65, 78.07, 76.51, 76.67, 75.52]	[96.07, 89.32, 83.99, 82.29, 79.08, 77.56, 77.08, 75.71, 75.88, 74.75]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Prefix	3	0	1	[]	0	2.0	-1	1.0	False	False	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
77.07	68.91	69.72	[94.13, 91.23, 85.53, 83.43, 81.47, 80.2, 79.7, 78.5, 77.47, 77.07]	[nan, 82.87, 79.38, 78.31, 75.42, 73.33, 72.18, 70.28, 70.34, 68.91]	[94.13, 87.05, 81.43, 79.59, 76.63, 74.47, 73.25, 71.3, 71.14, 69.72]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	LoRA	3	0	6	[]	1	0.5	-1	1.0	False	True	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
77.13	68.84	69.67	[94.23, 91.17, 85.4, 83.4, 81.47, 80.2, 79.67, 78.53, 77.53, 77.13]	[nan, 82.97, 79.25, 78.19, 75.29, 73.27, 72.11, 70.23, 70.3, 68.84]	[94.23, 87.07, 81.3, 79.49, 76.53, 74.42, 73.18, 71.26, 71.1, 69.67]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Prefix	5	0	9	[]	1	1.0	-1	1.0	False	True	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
77.23	68.89	69.73	[94.13, 91.17, 85.4, 83.5, 81.47, 80.17, 79.67, 78.53, 77.63, 77.23]	[nan, 82.57, 79.05, 78.12, 75.26, 73.14, 72.07, 70.25, 70.3, 68.89]	[94.13, 86.87, 81.17, 79.46, 76.5, 74.31, 73.15, 71.29, 71.12, 69.73]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Adapter	3	0	6	[]	1	2.0	-1	1.0	False	True	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
0.0	70.33	63.3	[1.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 91.9, 84.6, 81.6, 77.95, 75.44, 74.22, 72.04, 72.01, 70.33]	[1.03, 45.95, 56.4, 61.2, 62.36, 62.87, 63.61, 63.04, 64.01, 63.3]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	5	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	LoRA	3	0	6	[]	5	2.0	-1	1.0	False	False	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
77.0	68.86	69.67	[94.2, 91.3, 85.5, 83.4, 81.4, 80.1, 79.6, 78.4, 77.4, 77.0]	[nan, 82.8, 79.2, 78.23, 75.28, 73.2, 72.1, 70.2, 70.29, 68.86]	[94.2, 87.05, 81.3, 79.52, 76.5, 74.35, 73.17, 71.22, 71.08, 69.67]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Prefix	3	0	12	[]	0	0.5	-1	1.0	False	False	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
76.93	68.97	69.77	[94.27, 91.27, 85.47, 83.53, 81.17, 79.97, 79.47, 78.3, 77.33, 76.93]	[nan, 82.9, 79.15, 78.09, 75.23, 73.17, 72.16, 70.29, 70.36, 68.97]	[94.27, 87.08, 81.26, 79.45, 76.41, 74.3, 73.21, 71.28, 71.13, 69.77]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	LoRA	3	0	-1	[]	0	2.0	-1	1.0	False	True	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
75.87	69.55	70.18	[94.4, 90.87, 84.47, 82.33, 79.87, 78.9, 78.33, 77.2, 76.27, 75.87]	[nan, 83.8, 79.87, 78.96, 76.21, 73.89, 72.8, 70.99, 70.99, 69.55]	[94.4, 87.33, 81.4, 79.8, 76.94, 74.72, 73.59, 71.76, 71.57, 70.18]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	LoRA	5	0	6	[]	1	0.5	-1	1.0	False	False	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
87.83	78.2	79.17	[97.0, 95.57, 92.2, 91.93, 90.93, 89.93, 89.77, 88.63, 88.17, 87.83]	[nan, 85.63, 84.85, 83.67, 81.68, 80.7, 79.85, 78.85, 79.18, 78.2]	[97.0, 90.6, 87.3, 85.73, 83.53, 82.24, 81.27, 80.07, 80.18, 79.17]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Prefix	1	0	-1	[]	0	2.0	-1	1.0	False	True	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
77.0	68.86	69.67	[94.1, 91.2, 85.4, 83.3, 81.4, 80.1, 79.6, 78.4, 77.4, 77.0]	[nan, 82.9, 79.25, 78.23, 75.28, 73.2, 72.1, 70.2, 70.29, 68.86]	[94.1, 87.05, 81.3, 79.5, 76.5, 74.35, 73.17, 71.22, 71.08, 69.67]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Adapter	3	0	12	[]	1	0.5	-1	1.0	False	True	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
10.37	70.33	64.34	[92.87, 48.67, 32.43, 25.77, 16.93, 14.67, 14.3, 13.93, 12.17, 10.37]	[nan, 91.67, 84.6, 81.6, 77.95, 75.44, 74.22, 72.03, 72.0, 70.33]	[92.87, 70.17, 67.21, 67.64, 65.75, 65.31, 65.66, 64.77, 65.35, 64.34]	cifar100_baseline	cifar100	./data	64	10	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	LoRA	5	0	12	[0, 1, 2]	0	1	-1	1.0	False	False	False	False	100	10	checkpoint/cifar100_baseline	[224, 224]	{}
77.0	68.86	69.67	[94.1, 91.2, 85.4, 83.3, 81.4, 80.1, 79.6, 78.4, 77.4, 77.0]	[nan, 82.9, 79.25, 78.23, 75.28, 73.2, 72.1, 70.2, 70.29, 68.86]	[94.1, 87.05, 81.3, 79.5, 76.5, 74.35, 73.17, 71.22, 71.08, 69.67]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Adapter	5	0	12	[]	1	0.5	-1	1.0	False	True	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
84.3	75.74	76.6	[96.4, 94.43, 89.87, 89.17, 87.67, 86.5, 86.3, 85.17, 84.83, 84.3]	[nan, 85.07, 83.8, 82.67, 80.47, 78.88, 78.13, 76.81, 77.09, 75.74]	[96.4, 89.75, 85.82, 84.29, 81.91, 80.15, 79.3, 77.86, 77.95, 76.6]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Prefix	1	0	-1	[]	0	0.5	-1	1.0	False	True	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
76.77	70.46	71.09	[94.67, 91.6, 85.53, 83.57, 81.07, 79.57, 79.23, 78.1, 77.2, 76.77]	[nan, 84.0, 80.72, 79.56, 76.69, 74.45, 73.44, 71.67, 71.81, 70.46]	[94.67, 87.8, 82.32, 80.56, 77.56, 75.31, 74.27, 72.48, 72.4, 71.09]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	5	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Adapter	1	0	1	[]	1	2.0	-1	1.0	False	False	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
77.03	68.91	69.73	[94.2, 91.27, 85.5, 83.4, 81.43, 80.17, 79.67, 78.43, 77.43, 77.03]	[nan, 82.9, 79.28, 78.24, 75.32, 73.25, 72.13, 70.25, 70.32, 68.91]	[94.2, 87.08, 81.35, 79.53, 76.54, 74.41, 73.2, 71.27, 71.11, 69.73]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	5	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Adapter	5	0	-1	[]	1	0.5	-1	1.0	False	True	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
76.97	68.93	69.73	[94.2, 91.23, 85.43, 83.33, 81.43, 80.1, 79.67, 78.47, 77.37, 76.97]	[nan, 82.53, 79.07, 78.15, 75.34, 73.17, 72.07, 70.25, 70.35, 68.93]	[94.2, 86.88, 81.19, 79.45, 76.56, 74.32, 73.16, 71.28, 71.13, 69.73]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	5	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Prefix	1	0	6	[]	1	1.0	-1	1.0	False	True	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
0.0	70.32	63.29	[1.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 91.93, 84.65, 81.51, 77.95, 75.5, 74.26, 72.09, 72.02, 70.32]	[1.07, 45.97, 56.43, 61.13, 62.35, 62.92, 63.65, 63.08, 64.02, 63.29]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	LoRA	3	0	1	[]	0	1.0	-1	1.0	False	False	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
0.0	70.39	63.35	[0.73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 91.97, 84.65, 81.62, 77.97, 75.51, 74.28, 72.12, 72.08, 70.39]	[0.73, 45.98, 56.43, 61.21, 62.37, 62.93, 63.67, 63.1, 64.07, 63.35]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Prefix	1	0	9	[]	1	0.5	-1	1.0	False	False	False	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
77.43	68.92	69.77	[94.07, 91.23, 85.47, 83.73, 81.57, 80.37, 79.9, 78.73, 77.9, 77.43]	[nan, 82.37, 78.85, 78.0, 75.34, 73.1, 72.03, 70.3, 70.29, 68.92]	[94.07, 86.8, 81.05, 79.43, 76.58, 74.31, 73.15, 71.35, 71.14, 69.77]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	https://storage.googleapis.com/vit_models/imagenet21k/ViT-B_16.npz	vit-b16	1	10	10	-1	10	False	100	15	8	2	3	0	False	pytorch	nccl	Prefix	5	0	9	[]	0	2.0	-1	1.0	False	True	True	False	100	10	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]	{}
