base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
85.24	74.02	75.04	1.34	[92.36, 89.13, 86.54, 85.83, 85.57, 85.5, 85.31, 85.31, 85.31, 85.24]	[nan, 73.51, 79.39, 77.14, 78.52, 78.22, 76.53, 74.47, 72.95, 74.02]	[93.45, 80.69, 81.6, 79.25, 79.94, 79.66, 77.97, 75.95, 74.53, 75.04]	[0.91, 0.86, 0.61, 0.45, 0.53, 0.7, 0.95, 1.03, 1.49, 1.34]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	5	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
86.41	74.64	75.71	0.4	[93.4, 90.36, 88.09, 87.25, 86.8, 86.6, 86.54, 86.54, 86.41, 86.41]	[nan, 76.35, 80.64, 77.5, 78.97, 79.01, 76.76, 75.17, 73.69, 74.64]	[94.34, 82.78, 82.96, 79.87, 80.54, 80.5, 78.33, 76.7, 75.4, 75.71]	[0.24, 1.03, 0.38, 0.65, 0.41, 0.43, 0.52, 0.46, 0.56, 0.4]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
92.88	40.86	45.54	0.9	[93.2, 92.56, 92.3, 92.43, 92.75, 92.56, 93.01, 92.88, 93.01, 92.88]	[nan, 73.57, 72.27, 68.79, 67.62, 65.47, 61.15, 55.41, 49.18, 40.86]	[94.17, 82.42, 78.45, 74.39, 72.38, 70.1, 65.77, 60.25, 54.34, 45.54]	[0.41, 0.31, 0.59, 0.41, 0.61, 0.59, 0.7, 1.11, 0.69, 0.9]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
90.94	2.06	9.96	0.64	[93.01, 92.17, 90.81, 91.0, 91.13, 91.07, 91.0, 90.61, 90.68, 90.94]	[nan, 10.73, 10.62, 3.91, 6.76, 3.57, 2.19, 2.29, 1.64, 2.06]	[94.0, 48.76, 34.82, 23.57, 22.14, 16.37, 14.02, 11.92, 10.36, 9.96]	[0.76, 1.58, 1.09, 1.13, 3.05, 0.82, 0.34, 0.57, 0.28, 0.64]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
5.57	0.0	0.49	0.01	[92.3, 73.72, 33.85, 7.12, 4.34, 4.01, 3.76, 5.37, 5.5, 5.57]	[nan, 17.74, 6.6, 0.0, 0.43, 0.22, 0.28, 0.01, 0.0, 0.0]	[93.39, 43.79, 14.82, 1.59, 1.11, 0.77, 0.71, 0.6, 0.54, 0.49]	[1.06, 5.5, 17.42, 0.38, 0.22, 0.17, 0.02, 0.04, 0.01, 0.01]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
5.5	0.0	0.49	0.03	[92.94, 53.01, 7.06, 5.05, 5.5, 5.57, 5.44, 5.44, 5.63, 5.5]	[nan, 0.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[93.95, 25.03, 2.14, 1.13, 0.98, 0.82, 0.68, 0.6, 0.55, 0.49]	[0.77, 13.74, 1.0, 0.07, 0.04, 0.03, 0.0, 0.03, 0.02, 0.03]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
3.69	0.2	0.51	0.03	[93.01, 87.51, 53.53, 26.09, 23.69, 32.04, 18.45, 26.28, 4.14, 3.69]	[nan, 73.97, 34.73, 0.15, 1.45, 0.46, 0.8, 0.59, 0.21, 0.2]	[94.0, 80.26, 40.56, 5.96, 5.38, 5.1, 3.0, 3.4, 0.59, 0.51]	[0.62, 0.43, 21.79, 5.89, 5.9, 4.78, 2.97, 3.98, 0.06, 0.03]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
85.44	74.52	75.51	1.0	[93.01, 89.32, 87.25, 86.09, 85.89, 85.76, 85.56, 85.5, 85.44, 85.44]	[nan, 74.67, 80.07, 77.58, 79.11, 78.69, 76.89, 75.15, 73.48, 74.52]	[94.0, 81.35, 82.29, 79.64, 80.49, 80.09, 78.3, 76.69, 75.02, 75.51]	[0.62, 1.19, 0.4, 0.66, 0.57, 0.56, 0.75, 0.82, 1.22, 1.0]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
85.76	74.79	75.79	0.78	[92.69, 89.39, 87.77, 87.12, 86.73, 86.54, 86.02, 86.02, 85.89, 85.76]	[nan, 73.8, 79.59, 76.44, 78.63, 78.67, 76.65, 75.12, 73.66, 74.79]	[93.72, 80.98, 82.11, 79.03, 80.28, 80.21, 78.17, 76.51, 75.31, 75.79]	[1.22, 0.56, 0.53, 0.52, 0.55, 0.48, 0.46, 0.59, 0.82, 0.78]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
5.5	0.0	0.49	0.04	[93.46, 84.98, 5.83, 4.79, 5.63, 5.7, 5.57, 5.44, 5.57, 5.5]	[nan, 0.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[94.39, 40.12, 1.76, 1.07, 1.0, 0.84, 0.7, 0.6, 0.54, 0.49]	[0.28, 0.86, 0.09, 0.33, 0.07, 0.03, 0.02, 0.02, 0.01, 0.04]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
5.18	0.19	0.64	0.15	[92.17, 83.95, 38.19, 50.29, 27.64, 33.33, 23.88, 2.07, 8.87, 5.18]	[nan, 58.26, 29.26, 11.48, 5.79, 5.79, 4.5, 0.56, 0.0, 0.19]	[93.28, 70.17, 32.06, 20.28, 9.63, 9.72, 7.25, 1.28, 0.86, 0.64]	[0.44, 11.79, 22.1, 17.2, 11.97, 12.64, 9.07, 0.91, 0.4, 0.15]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
92.23	11.16	18.44	0.55	[93.4, 93.4, 92.75, 92.04, 92.23, 92.36, 92.56, 92.36, 91.52, 92.23]	[nan, 47.59, 39.0, 25.97, 24.17, 16.02, 10.94, 7.91, 4.09, 11.16]	[94.33, 68.93, 55.34, 41.42, 37.06, 27.29, 22.59, 17.02, 13.79, 18.44]	[0.72, 0.89, 1.64, 2.21, 0.5, 2.32, 1.27, 1.2, 0.63, 0.55]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
88.68	75.06	76.29	0.89	[93.66, 91.78, 90.1, 89.58, 89.32, 88.87, 88.68, 88.68, 88.68, 88.68]	[nan, 73.45, 79.16, 76.72, 78.84, 78.66, 76.93, 75.34, 74.13, 75.06]	[94.55, 81.92, 82.53, 79.79, 80.87, 80.53, 78.75, 77.21, 76.01, 76.29]	[0.32, 1.73, 1.1, 1.33, 1.18, 1.23, 0.99, 1.29, 1.02, 0.89]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
86.99	75.01	76.1	0.21	[93.46, 90.49, 88.41, 87.7, 87.31, 87.18, 87.06, 86.99, 86.99, 86.99]	[nan, 75.42, 80.47, 77.97, 79.45, 79.39, 77.8, 75.88, 74.1, 75.01]	[94.39, 82.31, 82.92, 80.32, 81.02, 80.93, 79.27, 77.32, 75.61, 76.1]	[0.7, 0.57, 0.15, 0.16, 0.28, 0.5, 0.31, 0.18, 0.26, 0.21]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
7.64	0.0	0.68	0.29	[92.69, 89.19, 64.14, 27.25, 10.55, 17.93, 13.4, 12.04, 5.57, 7.64]	[nan, 68.46, 44.38, 14.74, 6.53, 0.34, 0.28, 0.07, 0.0, 0.0]	[93.72, 78.05, 50.62, 18.02, 7.5, 2.93, 1.93, 1.38, 0.54, 0.68]	[0.44, 2.66, 8.16, 12.48, 7.07, 2.92, 1.74, 1.11, 0.04, 0.29]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
6.21	0.0	0.55	0.06	[92.94, 46.66, 4.79, 5.63, 4.86, 5.63, 5.7, 5.18, 5.63, 6.21]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[93.95, 21.85, 1.45, 1.26, 0.87, 0.83, 0.71, 0.57, 0.55, 0.55]	[0.21, 15.01, 0.17, 0.09, 0.15, 0.06, 0.06, 0.06, 0.0, 0.06]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
4.92	0.1	0.52	0.06	[92.69, 89.38, 56.12, 15.92, 17.02, 2.07, 2.14, 5.05, 0.0, 4.92]	[nan, 75.42, 51.64, 3.28, 0.54, 0.73, 0.56, 0.2, 0.58, 0.1]	[93.72, 81.91, 53.18, 6.13, 3.5, 0.91, 0.75, 0.73, 0.51, 0.52]	[0.21, 0.14, 17.26, 3.19, 3.51, 0.28, 0.02, 0.21, 0.16, 0.06]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
