base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
62.33	72.3	71.26	0.06	[82.12, 76.89, 75.42, 72.7, 68.58, 67.65, 66.31, 64.78, 63.3, 62.33]	[nan, 83.23, 84.27, 83.35, 80.24, 78.14, 78.18, 75.92, 73.66, 72.3]	[82.34, 79.88, 81.06, 80.45, 77.68, 76.21, 76.31, 74.45, 72.46, 71.26]	[0.1, 0.19, 0.12, 0.1, 0.1, 0.1, 0.08, 0.07, 0.06, 0.06]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	3	1.0	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
61.54	72.58	71.42	0.13	[82.7, 77.23, 75.53, 72.68, 68.23, 67.09, 65.59, 63.93, 62.42, 61.54]	[nan, 83.32, 84.45, 83.67, 80.59, 78.57, 78.65, 76.17, 73.97, 72.58]	[82.95, 80.16, 81.26, 80.7, 77.88, 76.46, 76.59, 74.55, 72.63, 71.42]	[0.27, 0.25, 0.13, 0.14, 0.16, 0.17, 0.21, 0.11, 0.14, 0.13]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
60.26	72.73	71.42	0.16	[84.26, 76.97, 74.75, 72.04, 67.33, 66.13, 64.63, 62.78, 61.06, 60.26]	[nan, 84.55, 85.01, 83.85, 80.87, 78.89, 78.87, 76.46, 74.2, 72.73]	[84.52, 80.55, 81.3, 80.62, 77.9, 76.55, 76.63, 74.65, 72.66, 71.42]	[0.41, 0.05, 0.2, 0.37, 0.21, 0.16, 0.29, 0.28, 0.2, 0.16]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
81.3	0.0	8.84	0.01	[83.02, 82.81, 82.73, 82.91, 80.97, 81.27, 80.24, 80.05, 80.69, 81.3]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[83.29, 42.97, 29.17, 22.13, 17.39, 14.61, 12.4, 10.84, 9.73, 8.84]	[0.94, 0.29, 0.24, 0.18, 0.2, 0.14, 0.1, 0.09, 0.08, 0.01]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
82.34	10.08	18.0	0.19	[82.07, 82.1, 82.14, 81.9, 81.63, 82.18, 82.11, 82.3, 82.36, 82.34]	[nan, 50.79, 47.48, 35.2, 28.43, 20.31, 20.92, 17.77, 11.77, 10.08]	[82.36, 66.71, 59.4, 47.49, 39.97, 31.36, 30.32, 26.69, 20.48, 18.0]	[1.2, 0.81, 0.59, 0.2, 0.24, 0.07, 0.21, 0.37, 0.14, 0.19]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
73.49	55.13	57.21	0.7	[82.34, 77.3, 77.61, 75.95, 72.95, 74.67, 75.57, 74.42, 72.81, 73.49]	[nan, 81.88, 81.55, 79.07, 75.48, 72.52, 68.41, 62.33, 58.39, 55.13]	[82.62, 79.5, 80.05, 78.1, 74.91, 72.9, 69.52, 64.05, 60.21, 57.21]	[0.64, 0.4, 0.32, 0.27, 0.16, 0.22, 0.55, 0.56, 0.7, 0.7]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
9.09	0.0	0.99	0.0	[82.79, 42.71, 11.27, 8.31, 9.09, 9.09, 9.09, 9.09, 9.09, 9.09]	[nan, 0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[83.01, 22.21, 3.97, 2.22, 1.95, 1.63, 1.4, 1.23, 1.1, 0.99]	[1.34, 7.29, 0.81, 0.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
61.36	72.25	71.12	0.06	[82.1, 76.59, 75.11, 72.3, 68.09, 67.05, 65.53, 63.92, 62.33, 61.36]	[nan, 83.08, 84.21, 83.3, 80.29, 78.18, 78.19, 75.89, 73.63, 72.25]	[82.3, 79.69, 80.94, 80.31, 77.61, 76.14, 76.19, 74.3, 72.32, 71.12]	[0.45, 0.43, 0.24, 0.05, 0.12, 0.1, 0.1, 0.06, 0.06, 0.06]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
61.53	72.38	71.25	0.15	[83.16, 77.14, 75.45, 72.84, 68.47, 67.36, 65.9, 64.12, 62.6, 61.53]	[nan, 82.84, 84.09, 83.18, 80.26, 78.29, 78.31, 75.98, 73.81, 72.38]	[83.38, 79.88, 81.0, 80.39, 77.67, 76.28, 76.35, 74.41, 72.51, 71.25]	[0.72, 0.23, 0.16, 0.13, 0.18, 0.22, 0.2, 0.1, 0.16, 0.15]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
9.04	0.0	0.98	0.01	[82.44, 58.05, 12.64, 9.82, 8.63, 8.76, 8.92, 9.15, 9.1, 9.04]	[nan, 26.67, 0.0, 0.0, 0.0, 0.04, 0.03, 0.0, 0.01, 0.0]	[82.7, 42.72, 4.46, 2.62, 1.85, 1.61, 1.4, 1.24, 1.11, 0.98]	[1.04, 24.63, 0.99, 0.27, 0.17, 0.04, 0.01, 0.01, 0.02, 0.01]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
59.78	72.18	70.88	0.17	[82.34, 75.87, 74.06, 71.11, 66.35, 65.48, 64.05, 62.31, 60.58, 59.78]	[nan, 83.79, 84.66, 83.58, 80.45, 78.24, 78.25, 75.85, 73.61, 72.18]	[82.64, 79.65, 80.86, 80.21, 77.36, 75.9, 76.02, 74.06, 72.09, 70.88]	[0.14, 0.29, 0.15, 0.16, 0.12, 0.08, 0.1, 0.17, 0.19, 0.17]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
62.58	72.28	71.27	0.11	[82.27, 77.26, 75.83, 72.99, 69.08, 67.93, 66.51, 65.07, 63.55, 62.58]	[nan, 83.04, 84.09, 83.24, 80.23, 78.19, 78.21, 75.91, 73.67, 72.28]	[82.48, 80.0, 81.1, 80.45, 77.78, 76.3, 76.36, 74.48, 72.51, 71.27]	[1.53, 0.65, 0.44, 0.28, 0.17, 0.09, 0.08, 0.06, 0.1, 0.11]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
81.09	0.04	8.85	0.12	[82.83, 83.19, 83.37, 82.66, 80.21, 79.04, 79.21, 79.51, 79.61, 81.09]	[nan, 0.11, 0.01, 0.19, 0.88, 0.35, 0.25, 0.11, 0.1, 0.04]	[83.06, 43.22, 29.4, 22.21, 17.92, 14.49, 12.45, 10.87, 9.69, 8.85]	[0.29, 0.29, 0.23, 0.07, 0.12, 0.02, 0.04, 0.11, 0.14, 0.12]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
3.89	0.67	1.02	0.03	[82.68, 75.84, 12.27, 9.6, 6.07, 5.78, 8.3, 3.04, 5.56, 3.89]	[nan, 37.4, 0.0, 0.0, 0.83, 0.67, 0.0, 0.95, 0.52, 0.67]	[82.92, 57.07, 4.32, 2.57, 1.95, 1.58, 1.29, 1.4, 1.13, 1.02]	[0.71, 9.59, 0.98, 0.16, 0.0, 0.07, 0.12, 0.12, 0.02, 0.03]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
6.11	0.36	0.99	0.01	[81.93, 75.79, 14.72, 10.7, 9.07, 8.99, 8.52, 8.23, 8.46, 6.11]	[nan, 37.92, 0.0, 0.0, 0.0, 0.0, 0.24, 0.0, 0.05, 0.36]	[82.21, 57.27, 5.19, 2.86, 1.95, 1.61, 1.52, 1.12, 1.07, 0.99]	[0.95, 5.38, 1.77, 0.61, 0.0, 0.02, 0.16, 0.2, 0.05, 0.01]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
76.07	55.05	57.41	0.18	[82.33, 78.91, 79.07, 77.82, 75.25, 76.22, 76.91, 77.11, 75.76, 76.07]	[nan, 79.83, 80.38, 78.13, 74.55, 71.62, 68.06, 62.28, 58.4, 55.05]	[82.58, 79.34, 79.83, 77.91, 74.69, 72.45, 69.43, 64.37, 60.58, 57.41]	[0.93, 0.43, 0.17, 0.19, 0.24, 0.26, 0.24, 0.13, 0.14, 0.18]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
9.13	0.0	0.99	0.0	[82.9, 26.81, 9.09, 9.13, 9.08, 9.11, 9.02, 8.98, 9.18, 9.13]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[83.06, 13.91, 3.21, 2.44, 1.95, 1.64, 1.39, 1.22, 1.11, 0.99]	[0.22, 5.74, 0.0, 0.01, 0.0, 0.01, 0.01, 0.01, 0.01, 0.0]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
9.09	0.0	0.99	0.0	[81.81, 27.44, 9.72, 9.02, 9.09, 9.09, 9.09, 9.09, 9.09, 9.09]	[nan, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[82.06, 14.25, 3.43, 2.41, 1.95, 1.63, 1.4, 1.23, 1.1, 0.99]	[0.29, 10.96, 0.28, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
8.92	0.0	0.97	0.03	[81.32, 57.08, 10.21, 9.21, 8.81, 8.96, 8.82, 10.12, 8.98, 8.92]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[81.57, 29.62, 3.6, 2.46, 1.89, 1.61, 1.36, 1.37, 1.09, 0.97]	[0.38, 17.6, 0.55, 0.04, 0.08, 0.03, 0.06, 0.15, 0.02, 0.03]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
