base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	ce_loss_factor_incft	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	inc_ft_lr_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
3.53	26.14	19.98	2.14	[39.81, 10.58, 8.0, 7.24, 6.62, 6.54, 6.51, 5.82, 5.23, 3.53]	[nan, 41.21, 53.64, 49.16, 40.08, 33.13, 29.82, 28.05, 26.81, 26.14]	[40.01, 22.03, 33.01, 32.62, 27.41, 23.92, 22.13, 21.13, 20.81, 19.98]	[1.77, 3.84, 0.56, 1.74, 2.8, 2.5, 2.19, 2.02, 2.06, 2.14]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
5.99	24.63	19.6	9.56	[45.2, 12.12, 10.2, 9.49, 9.41, 9.32, 9.26, 8.66, 7.41, 5.99]	[nan, 40.92, 46.84, 40.93, 36.06, 30.75, 28.52, 26.6, 25.56, 24.63]	[45.27, 22.89, 30.29, 28.54, 26.03, 23.4, 22.17, 21.05, 20.51, 19.6]	[9.55, 14.1, 15.37, 16.61, 13.83, 12.69, 12.42, 11.48, 10.25, 9.56]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	10	1.0	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
8.89	23.13	19.28	6.95	[49.73, 10.22, 9.92, 9.63, 9.57, 9.53, 9.52, 9.1, 8.91, 8.89]	[nan, 43.14, 52.9, 45.06, 36.12, 29.62, 26.62, 25.12, 23.87, 23.13]	[49.66, 22.54, 33.47, 31.09, 26.07, 22.69, 20.99, 20.14, 19.71, 19.28]	[7.55, 8.89, 8.13, 7.49, 7.54, 7.78, 7.96, 7.54, 7.07, 6.95]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
14.17	21.19	19.27	4.04	[39.58, 16.61, 16.14, 15.9, 15.65, 15.6, 15.5, 14.9, 14.45, 14.17]	[nan, 36.65, 38.45, 37.54, 33.78, 28.61, 25.08, 23.63, 21.71, 21.19]	[39.63, 24.13, 28.39, 29.02, 26.94, 24.14, 21.93, 20.92, 19.69, 19.27]	[2.05, 4.98, 4.65, 4.83, 4.11, 4.05, 4.67, 4.54, 4.05, 4.04]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
15.46	19.98	18.75	5.75	[45.72, 18.01, 16.85, 16.01, 15.99, 15.97, 15.97, 15.74, 15.58, 15.46]	[nan, 30.31, 41.31, 35.99, 30.42, 26.0, 24.09, 23.13, 20.92, 19.98]	[45.36, 22.62, 30.26, 28.11, 24.99, 22.55, 21.41, 20.83, 19.44, 18.75]	[1.53, 3.44, 7.64, 8.54, 6.59, 6.27, 5.81, 6.05, 5.95, 5.75]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
8.39	22.48	18.68	3.14	[41.46, 11.07, 10.17, 9.66, 9.62, 9.56, 9.51, 9.22, 8.83, 8.39]	[nan, 33.35, 41.88, 37.8, 34.95, 28.77, 24.69, 23.37, 22.98, 22.48]	[41.43, 19.39, 27.55, 26.71, 25.35, 22.15, 19.69, 18.97, 19.05, 18.68]	[9.06, 5.44, 3.56, 3.24, 3.21, 3.25, 2.89, 2.89, 3.09, 3.14]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
1.63	24.12	18.02	5.31	[40.23, 3.62, 3.42, 2.88, 2.79, 2.75, 2.74, 2.0, 1.89, 1.63]	[nan, 35.82, 46.88, 43.51, 38.69, 31.16, 27.46, 25.78, 24.85, 24.12]	[40.17, 15.66, 27.25, 27.48, 25.1, 21.37, 19.31, 18.39, 18.47, 18.02]	[2.06, 3.73, 6.67, 6.42, 5.81, 5.89, 5.91, 5.48, 5.48, 5.31]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	3	1.0	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
2.17	23.34	17.61	2.39	[41.08, 4.3, 3.93, 3.71, 3.69, 3.59, 3.53, 3.22, 3.0, 2.17]	[nan, 34.85, 45.68, 41.34, 36.69, 29.58, 26.51, 24.82, 23.88, 23.34]	[40.98, 15.71, 26.81, 26.48, 24.16, 20.62, 18.93, 18.1, 18.08, 17.61]	[2.87, 2.46, 3.17, 3.33, 2.87, 2.48, 2.4, 2.38, 2.37, 2.39]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
3.43	22.59	17.38	2.16	[43.25, 8.39, 6.9, 5.75, 5.51, 5.16, 4.97, 4.54, 4.09, 3.43]	[nan, 38.48, 47.12, 39.69, 35.22, 28.42, 25.04, 23.7, 23.17, 22.59]	[43.22, 19.65, 28.96, 26.31, 23.96, 20.34, 18.42, 17.72, 17.86, 17.38]	[2.01, 2.53, 2.75, 2.37, 2.25, 2.4, 2.49, 2.28, 1.98, 2.16]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
20.63	15.03	16.52	7.6	[43.99, 21.79, 21.49, 21.45, 21.35, 21.32, 21.31, 20.99, 20.99, 20.63]	[nan, 25.39, 31.09, 23.62, 21.48, 18.04, 16.22, 15.71, 15.41, 15.03]	[43.84, 23.12, 26.75, 22.75, 21.38, 19.12, 17.89, 17.32, 16.95, 16.52]	[14.82, 14.35, 6.14, 9.6, 9.69, 9.11, 8.83, 8.4, 7.85, 7.6]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	3	1.0	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
48.79	1.39	14.2	4.02	[51.41, 39.07, 48.76, 47.69, 50.75, 50.91, 51.17, 49.46, 50.23, 48.79]	[nan, 24.46, 27.21, 13.69, 3.61, 3.01, 1.66, 3.47, 4.98, 1.39]	[51.38, 33.59, 36.95, 27.09, 21.39, 19.45, 17.97, 17.7, 17.56, 14.2]	[14.71, 13.58, 10.21, 7.46, 6.17, 5.5, 5.03, 5.12, 4.2, 4.02]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
8.77	15.86	13.95	3.87	[44.3, 10.4, 9.79, 9.71, 9.89, 10.22, 10.62, 9.02, 8.75, 8.77]	[nan, 36.7, 43.14, 37.3, 32.12, 24.12, 19.84, 18.31, 17.5, 15.86]	[44.27, 20.24, 28.08, 26.43, 23.73, 19.32, 16.8, 15.41, 15.07, 13.95]	[3.75, 5.66, 6.04, 5.76, 4.59, 5.05, 4.74, 4.23, 3.62, 3.87]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
33.06	6.37	13.56	3.8	[39.73, 31.96, 32.03, 32.32, 32.51, 33.33, 34.68, 35.52, 34.6, 33.06]	[nan, 18.46, 18.7, 19.37, 17.49, 13.65, 11.28, 9.41, 7.29, 6.37]	[39.77, 26.96, 24.75, 24.49, 23.11, 20.36, 18.99, 17.46, 14.88, 13.56]	[2.8, 3.39, 5.32, 4.12, 3.67, 2.91, 2.85, 3.27, 4.0, 3.8]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
48.75	0.0	13.16	3.56	[46.79, 47.31, 48.4, 49.04, 48.85, 48.62, 48.46, 48.64, 48.82, 48.75]	[nan, 0.0, 0.34, 1.17, 0.0, 0.01, 0.0, 0.19, 0.0, 0.0]	[46.75, 29.6, 22.06, 20.05, 18.43, 16.68, 15.96, 15.18, 13.58, 13.16]	[15.5, 8.91, 6.38, 5.43, 5.28, 4.88, 4.57, 4.26, 3.66, 3.56]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
45.84	0.0	12.39	1.42	[43.89, 44.5, 45.25, 45.47, 45.64, 45.43, 45.33, 45.41, 45.76, 45.84]	[nan, 0.05, 1.18, 1.46, 0.0, 0.02, 0.01, 0.46, 0.01, 0.0]	[43.84, 27.88, 21.13, 18.83, 17.25, 15.62, 14.95, 14.37, 12.73, 12.39]	[5.57, 3.45, 3.42, 2.58, 2.16, 2.05, 1.86, 1.75, 1.47, 1.42]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
40.08	1.7	12.05	2.69	[43.92, 27.21, 40.24, 37.87, 42.28, 40.47, 41.53, 40.21, 41.11, 40.08]	[nan, 26.34, 28.09, 13.79, 2.31, 3.8, 1.78, 3.93, 4.74, 1.7]	[43.91, 26.88, 33.59, 23.28, 17.37, 16.38, 14.88, 15.15, 14.85, 12.05]	[10.52, 6.69, 6.78, 5.09, 4.2, 5.2, 4.17, 3.49, 2.84, 2.69]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
43.73	0.0	11.81	0.61	[43.36, 41.59, 44.69, 43.81, 43.42, 43.81, 42.26, 45.02, 43.56, 43.73]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[43.36, 26.04, 20.22, 17.28, 16.4, 15.05, 13.92, 13.93, 12.11, 11.81]	[2.57, 2.06, 0.92, 0.94, 0.78, 0.67, 0.67, 0.66, 0.73, 0.61]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
43.06	0.0	11.61	2.02	[42.26, 42.21, 42.74, 42.69, 42.47, 42.66, 42.9, 42.98, 43.07, 43.06]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[42.17, 26.43, 19.33, 16.84, 16.03, 14.64, 14.13, 13.28, 11.97, 11.61]	[7.15, 3.83, 3.23, 2.96, 2.69, 2.43, 2.37, 2.2, 2.11, 2.02]	gtsrb_cap_incft	gtsrb	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	7	4	43	10	checkpoint/gtsrb_cap_incft	[224, 224]
