base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	ce_loss_factor_incft	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	inc_ft_lr_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
76.44	89.2	87.52	0.17	[95.31, 91.23, 91.03, 89.96, 89.96, 89.89, 89.63, 89.22, 76.44]	[nan, 98.71, 91.33, 94.17, 94.0, 93.58, 88.84, 89.41, 89.2]	[95.31, 94.46, 91.23, 92.93, 93.06, 92.86, 89.0, 89.41, 87.52]	[0.25, 0.11, 0.04, 0.05, 0.04, 0.05, 0.06, 0.06, 0.17]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	3	1.0	1.0	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
76.97	89.11	87.52	0.34	[94.85, 91.3, 91.1, 90.43, 90.43, 90.36, 90.23, 89.83, 76.97]	[nan, 98.36, 91.07, 94.0, 93.91, 93.53, 88.8, 89.36, 89.11]	[94.85, 94.36, 91.1, 92.96, 93.11, 92.92, 89.07, 89.46, 87.52]	[0.38, 0.37, 0.29, 0.19, 0.2, 0.18, 0.14, 0.16, 0.34]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	10	1.0	1.0	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
19.81	0.0	2.7	0.06	[94.98, 94.51, 78.11, 77.04, 65.13, 33.94, 21.02, 24.3, 19.81]	[nan, 4.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[94.98, 55.18, 30.34, 22.81, 15.6, 6.81, 3.63, 3.69, 2.7]	[0.28, 0.93, 1.87, 1.62, 4.52, 1.74, 0.4, 1.17, 0.06]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
15.26	11.75	12.22	0.66	[94.91, 92.77, 93.84, 93.78, 93.98, 44.91, 2.14, 5.09, 15.26]	[nan, 96.38, 81.59, 81.98, 69.4, 27.06, 16.48, 13.97, 11.75]	[94.91, 94.33, 86.34, 85.5, 75.33, 30.6, 14.01, 12.62, 12.22]	[0.19, 0.5, 0.62, 0.54, 2.45, 12.77, 0.16, 0.32, 0.66]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
20.35	0.0	2.78	0.08	[94.71, 89.16, 63.32, 33.53, 20.08, 20.08, 20.15, 20.08, 20.35]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[94.71, 50.26, 24.62, 9.91, 4.81, 4.04, 3.48, 3.05, 2.78]	[0.09, 0.1, 7.66, 5.49, 0.0, 0.0, 0.03, 0.0, 0.08]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
20.08	0.0	2.74	0.0	[94.78, 93.64, 86.75, 89.35, 83.13, 20.75, 20.28, 20.48, 20.08]	[nan, 1.72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[94.77, 53.48, 33.72, 26.46, 19.9, 4.17, 3.51, 3.11, 2.74]	[0.28, 0.35, 1.95, 1.27, 1.8, 0.11, 0.05, 0.05, 0.0]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
77.31	89.18	87.62	0.27	[94.91, 91.43, 91.23, 90.63, 90.63, 90.63, 90.43, 90.03, 77.31]	[nan, 98.36, 91.16, 94.06, 94.0, 93.58, 88.8, 89.37, 89.18]	[94.91, 94.44, 91.2, 93.05, 93.22, 93.01, 89.1, 89.5, 87.62]	[0.19, 0.24, 0.17, 0.1, 0.08, 0.09, 0.08, 0.08, 0.27]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
93.91	0.0	12.72	0.08	[94.91, 93.98, 94.85, 94.85, 94.38, 94.78, 94.31, 93.98, 93.91]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[94.91, 52.9, 36.87, 28.07, 22.58, 19.01, 16.29, 14.26, 12.72]	[0.19, 0.09, 0.14, 0.12, 0.04, 0.07, 0.05, 0.04, 0.08]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
80.72	88.76	87.71	0.03	[95.11, 90.9, 91.03, 90.63, 90.96, 91.5, 91.9, 92.17, 80.72]	[nan, 98.71, 91.37, 94.0, 93.89, 93.46, 89.2, 89.29, 88.76]	[95.11, 94.28, 91.28, 93.02, 93.22, 93.09, 89.7, 89.76, 87.71]	[0.18, 0.27, 0.24, 0.12, 0.09, 0.15, 0.18, 0.12, 0.03]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
94.31	5.22	17.28	0.2	[94.91, 94.25, 94.18, 94.24, 94.45, 94.91, 94.71, 94.51, 94.31]	[nan, 7.58, 25.51, 20.55, 17.96, 16.34, 6.99, 9.34, 5.22]	[94.91, 56.35, 52.18, 42.42, 36.25, 32.06, 22.16, 22.24, 17.28]	[0.34, 0.32, 0.31, 0.13, 0.09, 0.07, 0.28, 0.16, 0.2]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
77.51	89.09	87.56	0.11	[95.05, 91.1, 90.9, 90.09, 90.09, 89.96, 89.82, 89.49, 77.51]	[nan, 98.71, 91.32, 94.15, 94.04, 93.65, 88.85, 89.42, 89.09]	[95.04, 94.4, 91.18, 92.94, 93.12, 92.92, 89.03, 89.45, 87.56]	[0.37, 0.37, 0.25, 0.26, 0.19, 0.17, 0.14, 0.16, 0.11]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
82.13	88.45	87.62	0.14	[94.85, 91.83, 91.83, 91.3, 91.84, 92.17, 92.5, 92.3, 82.13]	[nan, 97.24, 90.61, 93.58, 93.64, 93.19, 88.85, 88.84, 88.45]	[94.84, 94.16, 91.11, 92.93, 93.24, 93.01, 89.52, 89.39, 87.62]	[0.18, 0.39, 0.18, 0.2, 0.15, 0.19, 0.17, 0.19, 0.14]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
91.3	64.5	68.14	0.23	[94.85, 93.17, 93.98, 93.57, 94.18, 94.11, 93.98, 94.11, 91.3]	[nan, 94.66, 79.38, 80.52, 71.76, 71.64, 67.06, 65.69, 64.5]	[94.84, 93.8, 85.06, 84.4, 77.18, 76.17, 71.74, 70.03, 68.14]	[0.25, 0.15, 0.45, 0.37, 0.22, 0.13, 0.05, 0.05, 0.23]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
67.54	89.04	86.17	1.86	[94.78, 80.32, 79.65, 78.78, 78.78, 78.78, 78.78, 78.51, 67.54]	[nan, 98.62, 91.07, 94.03, 94.02, 93.58, 88.7, 89.29, 89.04]	[94.77, 88.3, 86.63, 89.51, 90.39, 90.62, 87.0, 87.68, 86.17]	[0.16, 8.53, 6.35, 4.79, 3.84, 3.23, 2.92, 2.48, 1.86]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
88.82	63.78	67.17	0.16	[95.11, 93.24, 93.91, 93.71, 94.24, 94.24, 94.18, 94.38, 88.82]	[nan, 95.35, 82.36, 82.71, 73.36, 72.15, 68.18, 65.75, 63.78]	[95.11, 94.14, 86.85, 85.99, 78.41, 76.59, 72.71, 70.13, 67.17]	[0.41, 0.31, 1.0, 0.79, 0.25, 0.17, 0.31, 0.08, 0.16]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
89.69	63.85	67.34	0.11	[94.91, 93.04, 94.05, 93.71, 94.11, 94.25, 94.05, 94.25, 89.69]	[nan, 95.0, 83.25, 83.08, 73.72, 72.4, 67.95, 65.52, 63.85]	[94.91, 93.89, 87.44, 86.24, 78.65, 76.79, 72.5, 69.9, 67.34]	[0.09, 0.1, 0.01, 0.11, 0.26, 0.12, 0.17, 0.3, 0.11]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
94.85	34.88	42.98	0.14	[95.05, 94.38, 94.18, 94.91, 94.25, 94.91, 94.45, 94.91, 94.85]	[nan, 90.7, 59.18, 60.67, 53.55, 49.12, 50.56, 41.66, 34.88]	[95.04, 92.75, 72.75, 70.84, 63.33, 58.36, 58.19, 49.77, 42.98]	[0.19, 0.38, 0.08, 0.17, 0.26, 0.15, 0.19, 0.09, 0.14]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
24.97	13.95	15.43	3.66	[94.85, 92.03, 93.44, 92.97, 93.17, 76.37, 6.23, 50.13, 24.97]	[nan, 96.55, 82.95, 83.05, 73.72, 51.66, 10.43, 19.79, 13.95]	[94.85, 93.99, 87.02, 86.0, 78.42, 56.62, 9.72, 24.39, 15.43]	[0.09, 0.27, 0.58, 0.48, 1.83, 11.88, 4.8, 11.34, 3.66]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
16.53	11.39	12.06	2.9	[95.05, 92.64, 93.58, 93.51, 92.77, 40.43, 2.48, 5.02, 16.53]	[nan, 97.59, 82.44, 82.8, 68.39, 21.69, 15.67, 13.95, 11.39]	[95.04, 94.76, 86.76, 85.98, 74.28, 25.37, 13.4, 12.59, 12.06]	[0.19, 0.26, 0.18, 0.25, 1.52, 1.46, 1.0, 0.31, 2.9]	oxford_pets_cap_incft	oxford_pets	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.5	-1	1.0	False	False	True	False	5	4	37	9	checkpoint/oxford_pets_cap_incft	[224, 224]
