base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
88.01	85.69	86.26	0.05	[94.34, 93.72, 93.38, 92.38, 90.55, 89.44, 89.02, 88.73, 88.19, 88.01]	[nan, 91.54, 84.42, 72.33, 75.94, 79.96, 84.73, 84.92, 85.56, 85.69]	[94.34, 93.25, 90.47, 81.54, 81.97, 83.4, 86.21, 86.01, 86.24, 86.26]	[0.78, 0.21, 0.17, 0.17, 0.08, 0.11, 0.06, 0.07, 0.09, 0.05]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	10	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
90.24	83.57	85.21	1.23	[93.51, 93.12, 93.0, 92.47, 91.8, 91.0, 90.78, 90.67, 90.35, 90.24]	[nan, 85.19, 78.26, 70.65, 74.22, 78.43, 82.95, 83.04, 83.59, 83.57]	[93.52, 91.33, 88.25, 80.71, 81.53, 83.0, 85.45, 85.23, 85.39, 85.21]	[1.31, 2.09, 2.47, 1.77, 1.67, 1.35, 1.41, 1.38, 1.3, 1.23]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	1	1.0	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
87.36	85.82	86.2	0.64	[93.67, 92.91, 92.62, 91.8, 89.33, 88.57, 88.35, 88.21, 87.57, 87.36]	[nan, 92.51, 84.83, 73.11, 76.59, 80.49, 85.03, 85.1, 85.7, 85.82]	[93.67, 92.85, 90.13, 81.67, 81.85, 83.43, 86.22, 85.99, 86.18, 86.2]	[0.76, 0.57, 0.86, 0.58, 1.24, 1.01, 0.74, 0.67, 0.73, 0.64]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
28.83	0.0	7.09	0.16	[93.81, 84.56, 75.11, 15.31, 31.73, 26.63, 22.86, 29.28, 19.81, 28.83]	[nan, 0.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[93.8, 65.75, 50.09, 6.98, 13.15, 9.55, 6.68, 8.24, 5.27, 7.09]	[0.28, 0.64, 13.16, 4.15, 1.42, 1.34, 2.61, 0.0, 3.56, 0.16]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
86.85	84.52	85.1	1.32	[93.56, 92.58, 91.8, 91.04, 88.75, 87.94, 87.7, 87.61, 87.03, 86.85]	[nan, 86.71, 80.3, 71.32, 74.99, 79.11, 83.72, 83.87, 84.44, 84.52]	[93.56, 91.4, 88.12, 80.45, 80.74, 82.35, 85.13, 84.98, 85.15, 85.1]	[0.95, 1.55, 2.27, 1.38, 1.62, 1.41, 1.3, 1.21, 1.31, 1.32]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
89.46	70.57	75.21	2.18	[93.03, 92.42, 92.13, 91.49, 90.49, 90.37, 90.44, 90.49, 89.15, 89.46]	[nan, 88.73, 80.93, 70.06, 71.03, 72.19, 76.28, 73.45, 72.03, 70.57]	[93.02, 91.55, 88.57, 79.86, 79.1, 78.76, 80.53, 78.12, 76.52, 75.21]	[0.61, 0.5, 1.06, 1.49, 2.01, 2.13, 1.75, 1.9, 2.03, 2.18]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
86.43	84.87	85.25	0.62	[93.98, 92.74, 92.11, 91.22, 88.55, 87.61, 87.39, 87.23, 86.59, 86.43]	[nan, 88.32, 81.21, 71.38, 75.04, 79.18, 84.03, 84.13, 84.77, 84.87]	[93.98, 91.7, 88.58, 80.45, 80.58, 82.24, 85.22, 85.0, 85.23, 85.25]	[0.65, 0.5, 0.5, 0.69, 1.34, 1.05, 0.78, 0.77, 0.78, 0.62]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
87.7	84.49	85.28	0.22	[93.81, 92.47, 92.07, 91.06, 88.01, 87.46, 87.46, 87.86, 87.08, 87.7]	[nan, 93.56, 85.37, 73.51, 76.65, 80.33, 84.57, 84.38, 84.81, 84.49]	[93.81, 92.88, 89.91, 81.63, 81.34, 82.93, 85.64, 85.39, 85.4, 85.28]	[0.41, 0.55, 0.82, 0.38, 0.49, 0.28, 0.02, 0.23, 0.18, 0.22]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
86.79	84.9	85.37	0.3	[94.25, 93.18, 92.8, 91.78, 89.1, 88.23, 87.9, 87.72, 86.94, 86.79]	[nan, 90.5, 83.2, 71.83, 75.38, 79.4, 84.18, 84.18, 84.8, 84.9]	[94.25, 92.78, 89.76, 81.04, 81.06, 82.62, 85.51, 85.22, 85.37, 85.37]	[0.81, 0.5, 0.84, 0.4, 0.68, 0.53, 0.41, 0.46, 0.45, 0.3]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
52.52	5.81	17.31	7.89	[92.25, 91.71, 91.31, 91.04, 82.44, 51.58, 58.8, 17.36, 39.57, 52.52]	[nan, 90.09, 83.38, 70.94, 47.28, 22.0, 26.49, 3.14, 3.19, 5.81]	[92.25, 91.75, 88.87, 80.31, 61.86, 32.61, 35.9, 7.09, 12.82, 17.31]	[0.97, 1.32, 1.89, 1.3, 24.59, 28.85, 10.17, 3.62, 7.81, 7.89]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
91.06	83.25	85.18	0.98	[93.45, 93.18, 93.09, 92.69, 92.2, 91.56, 91.47, 91.38, 91.13, 91.06]	[nan, 83.66, 76.09, 69.06, 72.95, 77.38, 82.44, 82.61, 83.25, 83.25]	[93.45, 91.22, 87.64, 79.92, 80.96, 82.52, 85.29, 85.11, 85.34, 85.18]	[0.29, 1.22, 1.59, 1.25, 1.16, 0.92, 0.93, 0.91, 0.95, 0.98]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
19.61	0.0	4.82	3.36	[93.41, 91.62, 14.28, 13.3, 19.74, 21.75, 36.43, 25.49, 23.17, 19.61]	[nan, 50.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[93.41, 82.92, 9.63, 5.99, 8.18, 7.8, 10.58, 7.16, 6.15, 4.82]	[0.7, 2.36, 4.75, 5.18, 5.6, 3.53, 2.98, 0.8, 2.31, 3.36]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
86.01	85.44	85.58	0.74	[93.25, 92.07, 91.6, 90.62, 88.37, 87.52, 87.25, 87.06, 86.27, 86.01]	[nan, 90.42, 84.01, 73.11, 76.38, 80.16, 84.77, 84.79, 85.42, 85.44]	[93.24, 91.48, 89.11, 81.12, 81.27, 82.83, 85.67, 85.43, 85.61, 85.58]	[0.49, 1.44, 1.8, 1.22, 0.86, 0.83, 0.71, 0.72, 0.7, 0.74]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
90.42	61.13	68.33	3.23	[94.25, 93.03, 92.13, 91.64, 91.13, 91.04, 91.22, 91.13, 90.13, 90.42]	[nan, 76.17, 66.89, 60.39, 60.34, 62.02, 68.56, 63.9, 62.96, 61.13]	[94.25, 89.55, 83.86, 74.6, 72.99, 72.43, 75.32, 71.45, 70.1, 68.33]	[0.77, 2.8, 4.23, 2.86, 2.66, 2.38, 2.3, 2.33, 2.38, 3.23]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
23.35	0.0	5.74	1.96	[92.85, 85.27, 86.5, 29.06, 47.31, 29.34, 35.74, 13.28, 12.88, 23.35]	[nan, 1.05, 1.41, 0.27, 0.05, 0.5, 0.0, 0.0, 0.0, 0.0]	[92.84, 66.85, 58.19, 13.24, 19.57, 10.86, 10.42, 3.72, 3.43, 5.74]	[0.78, 1.45, 0.99, 18.23, 10.51, 14.93, 9.17, 3.35, 3.19, 1.96]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
91.93	68.51	74.26	0.77	[94.09, 93.76, 93.4, 93.05, 92.87, 92.15, 92.18, 92.16, 91.87, 91.93]	[nan, 78.18, 69.88, 64.84, 66.28, 69.09, 74.24, 71.2, 69.99, 68.51]	[94.09, 90.67, 85.76, 77.61, 77.24, 77.4, 79.62, 76.97, 75.72, 74.26]	[1.6, 1.23, 1.91, 1.57, 1.31, 0.85, 0.67, 0.9, 0.79, 0.77]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
89.48	84.86	86.0	0.04	[94.32, 93.74, 93.54, 92.91, 91.47, 90.58, 90.22, 90.11, 89.68, 89.48]	[nan, 86.96, 81.16, 71.63, 75.3, 79.31, 83.92, 84.05, 84.68, 84.86]	[94.32, 92.32, 89.58, 81.4, 82.0, 83.41, 85.99, 85.79, 86.01, 86.0]	[1.16, 0.3, 0.51, 0.46, 0.24, 0.19, 0.04, 0.06, 0.05, 0.04]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
89.6	10.82	30.2	0.44	[93.2, 91.13, 88.92, 89.62, 90.62, 90.89, 91.29, 90.95, 90.15, 89.6]	[nan, 47.74, 36.46, 38.97, 27.77, 24.22, 34.91, 23.35, 14.93, 10.82]	[93.21, 81.95, 71.45, 61.79, 53.65, 48.16, 51.47, 42.28, 34.81, 30.2]	[1.09, 1.67, 1.44, 0.94, 2.3, 0.32, 0.29, 0.41, 1.1, 0.44]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
88.1	10.84	29.85	1.54	[92.78, 89.22, 87.01, 88.48, 90.06, 90.15, 90.35, 89.31, 88.08, 88.1]	[nan, 47.34, 34.74, 38.87, 26.02, 23.33, 33.95, 21.81, 13.76, 10.84]	[92.78, 80.13, 69.77, 61.23, 52.41, 47.32, 50.47, 40.73, 33.41, 29.85]	[1.02, 2.14, 3.1, 0.99, 4.9, 1.39, 1.28, 2.7, 2.73, 1.54]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
