base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
36.4	64.02	60.92	0.47	[96.98, 77.42, 70.01, 48.47, 44.69, 42.57, 37.62, 37.34, 36.4]	[nan, 95.36, 82.52, 80.88, 73.0, 67.47, 65.98, 65.99, 64.02]	[97.33, 86.67, 78.31, 72.71, 67.28, 63.34, 61.87, 62.37, 60.92]	[0.51, 4.55, 2.91, 0.79, 0.87, 0.46, 0.55, 0.38, 0.47]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
35.6	63.77	60.61	0.73	[95.8, 75.01, 65.06, 43.52, 41.96, 39.98, 36.31, 36.11, 35.6]	[nan, 95.89, 83.65, 80.07, 72.6, 66.98, 65.6, 65.68, 63.77]	[96.29, 86.31, 77.39, 70.91, 66.4, 62.51, 61.4, 61.96, 60.61]	[0.7, 2.31, 1.33, 0.25, 0.45, 0.25, 0.36, 0.67, 0.73]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	10	1.0	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
84.73	22.8	29.75	1.14	[95.95, 93.35, 92.46, 78.5, 86.04, 90.0, 86.37, 92.64, 84.73]	[nan, 89.0, 72.95, 61.31, 45.98, 38.81, 30.82, 28.59, 22.8]	[96.41, 91.76, 79.53, 65.96, 54.2, 47.69, 38.9, 36.7, 29.75]	[0.5, 1.86, 1.85, 2.42, 1.59, 0.14, 1.4, 0.71, 1.14]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
39.04	64.68	61.81	0.58	[96.61, 78.12, 71.29, 49.84, 48.37, 45.97, 40.27, 39.98, 39.04]	[nan, 95.41, 82.11, 79.21, 73.11, 68.35, 67.2, 67.07, 64.68]	[97.0, 87.56, 78.47, 71.85, 68.14, 64.67, 63.33, 63.66, 61.81]	[0.27, 0.46, 1.56, 1.52, 1.07, 0.99, 0.79, 0.46, 0.58]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
31.21	32.89	32.7	9.52	[95.94, 86.71, 78.36, 61.85, 60.63, 60.82, 57.8, 50.87, 31.21]	[nan, 91.97, 80.79, 79.36, 72.05, 66.51, 66.03, 61.82, 32.89]	[96.41, 90.0, 79.97, 75.03, 69.79, 65.63, 64.84, 60.45, 32.7]	[0.39, 2.7, 1.63, 0.96, 0.68, 0.62, 0.69, 4.7, 9.52]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
34.7	64.65	61.29	1.23	[96.18, 76.76, 66.52, 46.91, 43.61, 41.63, 36.77, 36.63, 34.7]	[nan, 95.93, 82.4, 80.58, 73.89, 68.06, 66.73, 66.49, 64.65]	[96.62, 86.62, 77.06, 72.16, 67.81, 63.67, 62.41, 62.72, 61.29]	[0.45, 1.05, 0.81, 0.08, 0.88, 0.62, 0.84, 1.1, 1.23]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
84.16	24.49	31.18	0.29	[96.32, 90.81, 92.88, 72.27, 81.0, 86.8, 85.85, 90.15, 84.16]	[nan, 91.2, 75.59, 63.95, 49.33, 41.75, 33.31, 30.61, 24.49]	[96.75, 91.05, 81.42, 66.41, 55.85, 49.55, 40.93, 38.12, 31.18]	[0.35, 2.01, 0.78, 4.11, 2.02, 0.73, 1.58, 0.47, 0.29]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
37.06	64.12	61.08	0.67	[95.99, 76.94, 67.0, 50.45, 47.33, 44.79, 39.28, 38.94, 37.06]	[nan, 96.18, 82.47, 80.4, 72.93, 67.15, 65.6, 65.8, 64.12]	[96.46, 87.36, 77.26, 72.93, 67.77, 63.44, 61.8, 62.42, 61.08]	[0.36, 1.32, 1.1, 1.54, 1.64, 1.24, 1.12, 1.13, 0.67]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
20.75	0.0	2.33	0.04	[95.9, 81.75, 38.57, 20.84, 20.22, 19.47, 18.67, 16.12, 20.75]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[96.37, 40.13, 13.0, 5.32, 4.15, 3.28, 2.69, 2.05, 2.33]	[0.57, 0.39, 6.1, 0.06, 0.07, 0.19, 0.0, 0.7, 0.04]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
53.28	59.25	58.58	0.3	[96.09, 86.66, 78.41, 57.24, 56.82, 55.3, 49.36, 53.04, 53.28]	[nan, 92.97, 79.18, 76.77, 70.23, 64.68, 63.08, 63.95, 59.25]	[96.54, 90.44, 78.93, 72.08, 67.6, 63.23, 61.13, 62.6, 58.58]	[0.31, 1.25, 0.28, 0.91, 0.23, 0.32, 0.5, 0.19, 0.3]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
19.94	0.24	2.45	0.43	[96.09, 93.11, 90.81, 54.5, 1.41, 36.97, 20.89, 14.95, 19.94]	[nan, 88.09, 74.08, 60.07, 19.64, 20.09, 6.59, 4.67, 0.24]	[96.54, 91.22, 79.72, 59.19, 15.96, 22.99, 8.68, 5.96, 2.45]	[0.16, 1.17, 0.51, 4.3, 0.23, 1.46, 2.89, 4.37, 0.43]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
20.75	0.0	2.33	0.04	[96.28, 84.96, 45.03, 20.32, 22.77, 19.47, 18.67, 19.52, 20.75]	[nan, 12.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[96.71, 47.85, 15.18, 5.13, 4.6, 3.28, 2.69, 2.47, 2.33]	[0.58, 5.88, 5.03, 0.3, 0.49, 0.19, 0.0, 0.15, 0.04]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
45.59	63.1	61.14	1.02	[96.61, 86.75, 77.84, 57.66, 55.3, 53.18, 47.48, 47.29, 45.59]	[nan, 93.3, 80.84, 78.83, 71.0, 66.21, 65.14, 65.0, 63.1]	[97.0, 90.65, 79.83, 73.64, 67.91, 64.15, 62.65, 62.79, 61.14]	[0.31, 1.26, 1.82, 1.47, 1.64, 1.4, 1.43, 1.21, 1.02]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
37.06	64.67	61.57	0.12	[96.84, 82.56, 71.71, 48.89, 46.35, 44.04, 39.18, 38.75, 37.06]	[nan, 94.74, 83.07, 80.84, 74.14, 68.35, 66.79, 66.39, 64.67]	[97.21, 89.34, 79.24, 72.85, 68.53, 64.34, 62.84, 62.91, 61.57]	[0.5, 1.11, 1.91, 1.56, 1.02, 0.62, 0.36, 0.11, 0.12]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
23.57	0.0	2.65	0.44	[96.14, 76.43, 46.2, 20.27, 20.7, 20.27, 19.47, 19.61, 23.57]	[nan, 6.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[96.58, 41.13, 15.58, 5.15, 4.21, 3.41, 2.81, 2.49, 2.65]	[0.38, 4.83, 2.86, 0.31, 0.03, 0.19, 0.16, 0.1, 0.44]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
95.29	1.27	11.82	0.4	[95.76, 95.62, 95.33, 95.24, 95.52, 95.19, 95.1, 94.81, 95.29]	[nan, 15.26, 9.45, 0.76, 1.43, 3.15, 0.02, 3.59, 1.27]	[96.25, 56.42, 38.41, 25.09, 20.61, 18.84, 13.9, 15.16, 11.82]	[0.71, 3.27, 0.31, 0.5, 0.46, 0.24, 0.16, 0.12, 0.4]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
31.31	40.46	39.43	20.4	[95.99, 89.58, 86.0, 66.15, 64.69, 64.55, 60.21, 51.25, 31.31]	[nan, 90.77, 79.62, 78.41, 72.41, 66.73, 65.22, 57.28, 40.46]	[96.45, 90.8, 81.77, 75.42, 70.92, 66.46, 64.53, 56.54, 39.43]	[0.51, 1.59, 0.76, 1.18, 1.22, 1.57, 2.54, 14.31, 20.4]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
27.44	0.82	3.81	1.26	[96.6, 88.64, 89.01, 43.52, 1.7, 4.86, 16.27, 6.36, 27.44]	[nan, 92.44, 76.31, 37.34, 16.01, 10.39, 2.54, 5.99, 0.82]	[97.0, 91.13, 80.59, 39.44, 13.09, 9.43, 4.57, 6.03, 3.81]	[0.27, 0.68, 0.17, 9.25, 2.19, 2.48, 1.33, 2.27, 1.26]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
96.09	0.0	10.78	0.04	[96.51, 96.28, 95.71, 96.37, 96.18, 95.43, 95.9, 96.13, 96.09]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[96.91, 48.58, 32.26, 24.77, 19.6, 16.28, 14.0, 12.2, 10.78]	[0.21, 0.18, 0.2, 0.15, 0.08, 0.13, 0.02, 0.04, 0.04]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
82.37	23.86	30.43	0.96	[96.42, 87.74, 90.19, 70.53, 78.83, 85.76, 81.71, 90.05, 82.37]	[nan, 91.58, 74.2, 64.31, 48.08, 41.19, 33.03, 30.13, 23.86]	[96.83, 90.31, 79.59, 66.23, 54.45, 48.93, 40.13, 37.69, 30.43]	[0.16, 0.58, 1.93, 0.71, 0.39, 0.36, 1.17, 0.96, 0.96]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
