base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
58.9	66.44	65.6	0.46	[89.92, 83.32, 77.0, 73.53, 71.4, 68.93, 67.47, 62.83, 58.9]	[nan, 85.28, 80.38, 76.31, 73.31, 70.96, 68.84, 67.17, 66.44]	[89.92, 84.3, 79.25, 75.61, 72.92, 70.62, 68.65, 66.62, 65.6]	[0.13, 0.84, 0.79, 0.43, 0.37, 0.43, 0.41, 0.44, 0.46]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
61.92	66.47	65.97	0.06	[89.85, 84.85, 79.1, 75.62, 73.43, 71.37, 70.25, 65.43, 61.92]	[nan, 85.2, 80.39, 76.38, 73.25, 70.84, 68.73, 67.14, 66.47]	[89.85, 85.02, 79.95, 76.19, 73.29, 70.92, 68.95, 66.93, 65.97]	[0.11, 0.13, 0.05, 0.06, 0.08, 0.08, 0.07, 0.08, 0.06]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
63.67	66.17	65.89	0.05	[89.43, 84.9, 79.82, 76.9, 74.87, 72.85, 71.8, 67.43, 63.67]	[nan, 84.83, 79.88, 75.92, 72.94, 70.61, 68.5, 66.84, 66.17]	[89.43, 84.86, 79.86, 76.16, 73.32, 70.98, 68.97, 66.91, 65.89]	[0.15, 0.16, 0.16, 0.11, 0.12, 0.09, 0.08, 0.06, 0.05]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
56.62	66.47	65.38	0.42	[89.72, 82.35, 75.8, 72.3, 70.02, 67.47, 65.9, 60.48, 56.62]	[nan, 85.83, 81.04, 76.58, 73.29, 70.93, 68.81, 67.22, 66.47]	[89.72, 84.09, 79.29, 75.51, 72.64, 70.36, 68.4, 66.38, 65.38]	[0.41, 0.76, 0.4, 0.39, 0.46, 0.41, 0.38, 0.43, 0.42]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
7.67	5.55	5.79	7.8	[89.62, 83.97, 79.27, 77.0, 73.82, 63.6, 52.67, 3.02, 7.67]	[nan, 85.17, 79.99, 75.92, 72.22, 64.02, 51.85, 8.22, 5.55]	[89.62, 84.56, 79.75, 76.19, 72.54, 63.95, 51.97, 7.57, 5.79]	[0.16, 0.49, 0.15, 0.15, 1.07, 9.5, 18.74, 9.41, 7.8]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
72.53	48.68	51.33	0.63	[89.65, 82.83, 79.03, 79.25, 79.83, 78.68, 79.05, 73.65, 72.53]	[nan, 85.55, 78.92, 71.53, 65.42, 59.22, 54.32, 51.05, 48.68]	[89.65, 84.19, 78.96, 73.46, 68.3, 62.47, 57.85, 53.87, 51.33]	[0.21, 0.47, 0.45, 0.19, 0.37, 0.49, 0.58, 0.52, 0.63]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
0.85	0.21	0.28	0.01	[89.6, 87.05, 80.6, 4.72, 4.9, 2.55, 0.83, 0.02, 0.85]	[nan, 82.67, 66.75, 0.63, 0.0, 0.17, 0.28, 0.36, 0.21]	[89.6, 84.86, 71.37, 1.65, 0.98, 0.57, 0.36, 0.31, 0.28]	[0.07, 0.13, 4.22, 0.77, 0.39, 0.21, 0.0, 0.0, 0.01]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
60.58	66.32	65.68	0.33	[89.62, 83.73, 78.23, 74.85, 72.58, 70.42, 69.37, 64.52, 60.58]	[nan, 85.37, 80.53, 76.37, 73.28, 70.85, 68.71, 67.01, 66.32]	[89.62, 84.55, 79.76, 75.99, 73.14, 70.78, 68.81, 66.7, 65.68]	[0.06, 0.63, 0.22, 0.26, 0.26, 0.23, 0.23, 0.37, 0.33]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
89.32	8.3	17.31	0.11	[89.55, 89.67, 89.37, 89.03, 89.28, 89.33, 89.35, 89.4, 89.32]	[nan, 35.67, 21.69, 15.66, 14.28, 11.57, 10.61, 9.27, 8.3]	[89.55, 62.66, 44.24, 34.0, 29.28, 24.53, 21.86, 19.29, 17.31]	[0.12, 0.26, 0.42, 0.2, 0.17, 0.12, 0.23, 0.22, 0.11]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
0.88	0.21	0.28	0.0	[89.6, 85.12, 59.22, 3.15, 1.95, 1.68, 0.92, 0.0, 0.88]	[nan, 83.02, 48.47, 0.0, 0.55, 0.17, 0.29, 0.38, 0.21]	[89.6, 84.06, 52.05, 0.78, 0.83, 0.42, 0.38, 0.33, 0.28]	[0.0, 0.81, 30.77, 0.23, 0.46, 0.01, 0.02, 0.03, 0.0]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
75.92	54.94	57.27	2.78	[89.83, 84.83, 81.7, 81.2, 81.5, 80.67, 81.08, 77.12, 75.92]	[nan, 84.52, 78.4, 72.3, 67.05, 62.83, 59.24, 56.73, 54.94]	[89.83, 84.67, 79.5, 74.52, 69.94, 65.81, 62.36, 59.28, 57.27]	[0.14, 0.43, 0.59, 1.25, 1.58, 2.08, 2.49, 2.56, 2.78]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
62.95	66.51	66.11	0.25	[89.82, 84.12, 79.08, 76.08, 74.03, 71.88, 70.78, 66.55, 62.95]	[nan, 85.38, 80.33, 76.08, 73.19, 70.82, 68.72, 67.16, 66.51]	[89.82, 84.75, 79.91, 76.08, 73.36, 70.99, 69.01, 67.08, 66.11]	[0.27, 0.46, 0.13, 0.15, 0.02, 0.03, 0.09, 0.19, 0.25]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
2.38	0.01	0.27	0.02	[89.8, 58.47, 43.3, 2.85, 2.17, 2.6, 2.52, 2.33, 2.38]	[nan, 0.95, 0.02, 0.0, 0.0, 0.02, 0.0, 0.0, 0.01]	[89.8, 29.7, 14.44, 0.71, 0.43, 0.45, 0.36, 0.29, 0.27]	[0.11, 20.67, 10.62, 0.04, 0.09, 0.05, 0.01, 0.05, 0.02]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
1.7	0.15	0.33	0.06	[89.77, 80.68, 34.75, 17.98, 34.85, 4.45, 2.47, 1.67, 1.7]	[nan, 58.68, 0.13, 0.0, 0.8, 0.0, 0.0, 0.12, 0.15]	[89.77, 69.68, 11.67, 4.49, 7.61, 0.74, 0.35, 0.31, 0.33]	[0.13, 18.75, 4.72, 1.4, 5.81, 0.34, 0.1, 0.0, 0.06]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
1.67	0.28	0.44	0.14	[89.55, 84.87, 80.22, 77.9, 76.92, 74.43, 45.95, 1.03, 1.67]	[nan, 84.93, 79.6, 75.48, 72.14, 68.74, 41.9, 0.62, 0.28]	[89.55, 84.9, 79.81, 76.09, 73.09, 69.68, 42.48, 0.67, 0.44]	[0.12, 0.13, 0.07, 0.1, 0.07, 1.18, 26.61, 0.35, 0.14]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
1.68	0.1	0.28	0.01	[89.62, 87.08, 44.57, 29.52, 14.67, 7.95, 4.03, 1.63, 1.68]	[nan, 77.35, 0.03, 0.0, 0.0, 0.0, 0.0, 0.12, 0.1]	[89.62, 82.22, 14.87, 7.38, 2.93, 1.33, 0.58, 0.31, 0.28]	[0.06, 1.14, 8.61, 4.62, 1.71, 1.28, 0.16, 0.0, 0.01]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
83.43	38.7	43.67	0.21	[89.78, 87.2, 85.1, 85.45, 85.72, 85.27, 85.57, 83.48, 83.43]	[nan, 82.25, 73.32, 64.06, 56.17, 49.64, 44.27, 40.83, 38.7]	[89.78, 84.72, 77.25, 69.41, 62.08, 55.58, 50.17, 46.16, 43.67]	[0.02, 0.1, 0.38, 0.39, 0.32, 0.2, 0.22, 0.2, 0.21]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
82.3	42.25	46.7	3.84	[89.88, 86.38, 84.47, 85.32, 85.27, 84.43, 84.8, 82.45, 82.3]	[nan, 81.97, 72.12, 63.47, 57.04, 51.39, 46.91, 44.19, 42.25]	[89.88, 84.17, 76.23, 68.93, 62.69, 56.9, 52.33, 48.97, 46.7]	[0.15, 0.27, 1.08, 2.24, 3.04, 3.39, 3.61, 3.74, 3.84]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
87.43	3.27	12.62	0.11	[89.83, 88.88, 88.6, 88.7, 88.18, 88.35, 88.18, 88.35, 87.43]	[nan, 10.17, 6.02, 5.63, 4.7, 5.35, 4.99, 3.56, 3.27]	[89.83, 49.52, 33.54, 26.4, 21.4, 19.19, 16.87, 14.15, 12.62]	[0.26, 0.38, 0.17, 0.2, 0.21, 0.06, 0.08, 0.05, 0.11]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
77.32	52.56	55.31	2.87	[89.73, 85.57, 82.02, 82.03, 82.13, 80.98, 81.67, 78.78, 77.32]	[nan, 83.3, 76.91, 70.55, 65.5, 61.04, 57.17, 54.52, 52.56]	[89.73, 84.43, 78.61, 73.42, 68.83, 64.36, 60.67, 57.55, 55.31]	[0.06, 0.42, 0.29, 0.85, 1.56, 2.11, 2.4, 2.67, 2.87]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
